dataset_type,window_id,train_start,train_end,test_start,test_end,generation,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak,walk_forward_type,fitness_function,train_size,repetition,analysis_generation,selected_generation
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,55,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,56,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,56,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,57,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,57,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,58,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,58,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,59,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,59,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,60,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,60,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,61,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,61,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,62,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,62,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,63,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,63,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,64,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,64,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,65,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,65,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,66,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,66,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,67,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,67,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,68,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,68,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,69,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,69,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,70,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,70,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,71,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,71,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,72,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,72,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,73,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,73,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,74,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,74,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,75,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,75,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,76,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,76,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,77,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,77,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,78,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,78,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,79,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,79,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,80,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,80,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,81,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,81,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,82,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,82,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,83,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,83,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,84,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,84,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,85,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,85,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,86,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,86,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,87,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,87,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,88,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,88,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,89,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,89,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,90,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,90,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,91,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,91,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,92,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,92,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,93,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,93,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,94,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,94,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,95,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,95,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,96,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,96,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,97,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,97,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,98,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,98,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,99,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,99,5
test,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,-4000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,expanding,net_profit_fitness,expanding,rep_2,100,5
train,4,0,125287,125287,130699,5,12,2193,3.5,9,15,2,520.0,20,520.0,710.0,190.0,3.736842105263158,57.0,0.5,26.0,19.0,3,expanding,net_profit_fitness,expanding,rep_2,100,5
test,1,0,22406,22406,53560,0,8,230,4.0,8,6,16,-89.0,1,-89.0,0.0,89.0,0.0,89.0,0.0,-89.0,89.0,1,expanding,net_profit_fitness,expanding,rep_3,0,0
train,1,0,22406,22406,53560,0,8,230,4.0,8,6,16,26.0,1,26.0,26.0,0.0,inf,0.0,1.0,26.0,0.0,0,expanding,net_profit_fitness,expanding,rep_3,0,0
test,1,0,22406,22406,53560,1,7,2189,7.0,7,14,5,-72.0,8,-72.0,132.0,204.0,0.6470588235294118,136.0,0.25,-9.0,34.0,4,expanding,net_profit_fitness,expanding,rep_3,1,1
train,1,0,22406,22406,53560,1,7,2189,7.0,7,14,5,32.0,2,32.0,66.0,34.0,1.9411764705882355,34.0,0.5,16.0,34.0,1,expanding,net_profit_fitness,expanding,rep_3,1,1
test,1,0,22406,22406,53560,2,6,2869,9.0,5,30,16,-388.0,7,-388.0,146.0,534.0,0.2734082397003745,534.0,0.1428571428571428,-55.42857142857143,89.0,6,expanding,net_profit_fitness,expanding,rep_3,2,2
train,1,0,22406,22406,53560,2,6,2869,9.0,5,30,16,57.0,2,57.0,146.0,89.0,1.6404494382022472,89.0,0.5,28.5,89.0,1,expanding,net_profit_fitness,expanding,rep_3,2,2
test,1,0,22406,22406,53560,2,6,2869,9.0,5,30,16,-388.0,7,-388.0,146.0,534.0,0.2734082397003745,534.0,0.1428571428571428,-55.42857142857143,89.0,6,expanding,net_profit_fitness,expanding,rep_3,3,2
train,1,0,22406,22406,53560,2,6,2869,9.0,5,30,16,57.0,2,57.0,146.0,89.0,1.6404494382022472,89.0,0.5,28.5,89.0,1,expanding,net_profit_fitness,expanding,rep_3,3,2
test,1,0,22406,22406,53560,2,6,2869,9.0,5,30,16,-388.0,7,-388.0,146.0,534.0,0.2734082397003745,534.0,0.1428571428571428,-55.42857142857143,89.0,6,expanding,net_profit_fitness,expanding,rep_3,4,2
train,1,0,22406,22406,53560,2,6,2869,9.0,5,30,16,57.0,2,57.0,146.0,89.0,1.6404494382022472,89.0,0.5,28.5,89.0,1,expanding,net_profit_fitness,expanding,rep_3,4,2
test,1,0,22406,22406,53560,2,6,2869,9.0,5,30,16,-388.0,7,-388.0,146.0,534.0,0.2734082397003745,534.0,0.1428571428571428,-55.42857142857143,89.0,6,expanding,net_profit_fitness,expanding,rep_3,5,2
train,1,0,22406,22406,53560,2,6,2869,9.0,5,30,16,57.0,2,57.0,146.0,89.0,1.6404494382022472,89.0,0.5,28.5,89.0,1,expanding,net_profit_fitness,expanding,rep_3,5,2
test,1,0,22406,22406,53560,2,6,2869,9.0,5,30,16,-388.0,7,-388.0,146.0,534.0,0.2734082397003745,534.0,0.1428571428571428,-55.42857142857143,89.0,6,expanding,net_profit_fitness,expanding,rep_3,6,2
train,1,0,22406,22406,53560,2,6,2869,9.0,5,30,16,57.0,2,57.0,146.0,89.0,1.6404494382022472,89.0,0.5,28.5,89.0,1,expanding,net_profit_fitness,expanding,rep_3,6,2
test,1,0,22406,22406,53560,7,6,357,3.25,4,5,2,-307.0,33,-307.0,168.0,475.0,0.3536842105263157,357.0,0.2424242424242424,-9.303030303030305,19.0,13,expanding,net_profit_fitness,expanding,rep_3,7,7
train,1,0,22406,22406,53560,7,6,357,3.25,4,5,2,64.0,24,64.0,273.0,209.0,1.30622009569378,55.0,0.5416666666666666,2.6666666666666665,19.0,2,expanding,net_profit_fitness,expanding,rep_3,7,7
test,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,-399.0,31,-399.0,152.0,551.0,0.2758620689655172,437.0,0.064516129032258,-12.870967741935484,19.0,23,expanding,net_profit_fitness,expanding,rep_3,8,8
train,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,114.0,19,114.0,380.0,266.0,1.4285714285714286,171.0,0.2631578947368421,6.0,19.0,9,expanding,net_profit_fitness,expanding,rep_3,8,8
test,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,-399.0,31,-399.0,152.0,551.0,0.2758620689655172,437.0,0.064516129032258,-12.870967741935484,19.0,23,expanding,net_profit_fitness,expanding,rep_3,9,8
train,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,114.0,19,114.0,380.0,266.0,1.4285714285714286,171.0,0.2631578947368421,6.0,19.0,9,expanding,net_profit_fitness,expanding,rep_3,9,8
test,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,-399.0,31,-399.0,152.0,551.0,0.2758620689655172,437.0,0.064516129032258,-12.870967741935484,19.0,23,expanding,net_profit_fitness,expanding,rep_3,10,8
train,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,114.0,19,114.0,380.0,266.0,1.4285714285714286,171.0,0.2631578947368421,6.0,19.0,9,expanding,net_profit_fitness,expanding,rep_3,10,8
test,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,-399.0,31,-399.0,152.0,551.0,0.2758620689655172,437.0,0.064516129032258,-12.870967741935484,19.0,23,expanding,net_profit_fitness,expanding,rep_3,11,8
train,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,114.0,19,114.0,380.0,266.0,1.4285714285714286,171.0,0.2631578947368421,6.0,19.0,9,expanding,net_profit_fitness,expanding,rep_3,11,8
test,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,-399.0,31,-399.0,152.0,551.0,0.2758620689655172,437.0,0.064516129032258,-12.870967741935484,19.0,23,expanding,net_profit_fitness,expanding,rep_3,12,8
train,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,114.0,19,114.0,380.0,266.0,1.4285714285714286,171.0,0.2631578947368421,6.0,19.0,9,expanding,net_profit_fitness,expanding,rep_3,12,8
test,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,-399.0,31,-399.0,152.0,551.0,0.2758620689655172,437.0,0.064516129032258,-12.870967741935484,19.0,23,expanding,net_profit_fitness,expanding,rep_3,13,8
train,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,114.0,19,114.0,380.0,266.0,1.4285714285714286,171.0,0.2631578947368421,6.0,19.0,9,expanding,net_profit_fitness,expanding,rep_3,13,8
test,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,-399.0,31,-399.0,152.0,551.0,0.2758620689655172,437.0,0.064516129032258,-12.870967741935484,19.0,23,expanding,net_profit_fitness,expanding,rep_3,14,8
train,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,114.0,19,114.0,380.0,266.0,1.4285714285714286,171.0,0.2631578947368421,6.0,19.0,9,expanding,net_profit_fitness,expanding,rep_3,14,8
test,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,-399.0,31,-399.0,152.0,551.0,0.2758620689655172,437.0,0.064516129032258,-12.870967741935484,19.0,23,expanding,net_profit_fitness,expanding,rep_3,15,8
train,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,114.0,19,114.0,380.0,266.0,1.4285714285714286,171.0,0.2631578947368421,6.0,19.0,9,expanding,net_profit_fitness,expanding,rep_3,15,8
test,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,-399.0,31,-399.0,152.0,551.0,0.2758620689655172,437.0,0.064516129032258,-12.870967741935484,19.0,23,expanding,net_profit_fitness,expanding,rep_3,16,8
train,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,114.0,19,114.0,380.0,266.0,1.4285714285714286,171.0,0.2631578947368421,6.0,19.0,9,expanding,net_profit_fitness,expanding,rep_3,16,8
test,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,-399.0,31,-399.0,152.0,551.0,0.2758620689655172,437.0,0.064516129032258,-12.870967741935484,19.0,23,expanding,net_profit_fitness,expanding,rep_3,17,8
train,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,114.0,19,114.0,380.0,266.0,1.4285714285714286,171.0,0.2631578947368421,6.0,19.0,9,expanding,net_profit_fitness,expanding,rep_3,17,8
test,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,-399.0,31,-399.0,152.0,551.0,0.2758620689655172,437.0,0.064516129032258,-12.870967741935484,19.0,23,expanding,net_profit_fitness,expanding,rep_3,18,8
train,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,114.0,19,114.0,380.0,266.0,1.4285714285714286,171.0,0.2631578947368421,6.0,19.0,9,expanding,net_profit_fitness,expanding,rep_3,18,8
test,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,-399.0,31,-399.0,152.0,551.0,0.2758620689655172,437.0,0.064516129032258,-12.870967741935484,19.0,23,expanding,net_profit_fitness,expanding,rep_3,19,8
train,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,114.0,19,114.0,380.0,266.0,1.4285714285714286,171.0,0.2631578947368421,6.0,19.0,9,expanding,net_profit_fitness,expanding,rep_3,19,8
test,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,-399.0,31,-399.0,152.0,551.0,0.2758620689655172,437.0,0.064516129032258,-12.870967741935484,19.0,23,expanding,net_profit_fitness,expanding,rep_3,20,8
train,1,0,22406,22406,53560,8,6,357,3.25,4,16,2,114.0,19,114.0,380.0,266.0,1.4285714285714286,171.0,0.2631578947368421,6.0,19.0,9,expanding,net_profit_fitness,expanding,rep_3,20,8
